URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
141322,908,2039,State-funded primary,121,60,61,49.59,50.41,0,0.00,18,14.88,0,121,0,0.00,100,0,29,30,121,24.79
141324,831,2012,State-funded primary,333,180,153,54.05,45.95,8,2.40,53,15.92,118,215,0,35.40,64.6,0,181,192,333,57.66
141325,332,4000,State-funded secondary,975,497,478,50.97,49.03,33,3.38,147,15.08,79,895,1,8.10,91.8,0.1,287,340,975,34.87
141326,881,2113,State-funded primary,312,141,171,45.19,54.81,6,1.92,16,5.13,6,305,1,1.90,97.8,0.3,52,53,243,21.81
141328,881,4015,State-funded secondary,477,229,248,48.01,51.99,39,8.18,101,21.17,15,462,0,3.10,96.9,0,127,146,477,30.61
141329,886,2052,State-funded primary,344,173,171,50.29,49.71,3,0.87,58,16.86,40,304,0,11.60,88.4,0,87,93,344,27.03
141330,341,2030,State-funded primary,251,133,118,52.99,47.01,4,1.59,50,19.92,118,133,0,47.00,53,0,151,148,198,74.75
141331,926,4017,State-funded secondary,698,375,323,53.72,46.28,19,2.72,153,21.92,75,621,2,10.70,89,0.3,238,262,698,37.54
141333,353,2013,State-funded primary,334,158,176,47.31,52.69,5,1.50,63,18.86,199,135,0,59.60,40.4,0,162,170,310,54.84
141334,892,2012,State-funded primary,296,143,153,48.31,51.69,2,0.68,77,26.01,59,237,0,19.90,80.1,0,174,176,296,59.46
141337,372,2016,State-funded primary,452,215,237,47.57,52.43,6,1.33,46,10.18,8,444,0,1.80,98.2,0,40,43,412,10.44
141338,343,4001,State-funded secondary,681,296,385,43.47,56.53,54,7.93,88,12.92,16,664,1,2.30,97.5,0.1,187,207,603,34.33
141339,373,2034,State-funded primary,429,198,231,46.15,53.85,8,1.86,86,20.05,61,368,0,14.20,85.8,0,262,250,363,68.87
141340,893,2005,State-funded primary,150,83,67,55.33,44.67,3,2.00,22,14.67,23,127,0,15.30,84.7,0,46,46,139,33.09
141341,803,4004,State-funded secondary,497,234,263,47.08,52.92,15,3.02,71,14.29,24,473,0,4.80,95.2,0,53,71,497,14.29
141342,860,4009,State-funded secondary,674,362,312,53.71,46.29,7,1.04,81,12.02,3,671,0,0.40,99.6,0,66,90,587,15.33
141343,860,4010,State-funded secondary,1021,521,500,51.03,48.97,15,1.47,118,11.56,0,1021,0,0.00,100,0,119,134,865,15.49
141344,860,2017,State-funded primary,364,168,196,46.15,53.85,2,0.55,56,15.38,10,354,0,2.70,97.3,0,117,127,364,34.89
141345,808,7000,State-funded special school,172,44,128,25.58,74.42,172,100.00,0,0.00,12,160,0,7.00,93,0,69,76,172,44.19
141346,861,2010,State-funded primary,440,219,221,49.77,50.23,5,1.14,60,13.64,30,410,0,6.80,93.2,0,224,206,390,52.82
141347,936,2032,State-funded primary,203,89,114,43.84,56.16,7,3.45,26,12.81,10,193,0,4.90,95.1,0,30,32,203,15.76
141348,938,2026,State-funded primary,459,215,244,46.84,53.16,10,2.18,95,20.70,40,418,1,8.70,91.1,0.2,84,90,459,19.61
141349,868,4003,State-funded secondary,304,141,163,46.38,53.62,6,1.97,48,15.79,28,276,0,9.20,90.8,0,51,61,304,20.07
141350,889,2005,State-funded primary,199,103,96,51.76,48.24,6,3.02,43,21.61,11,188,0,5.50,94.5,0,126,133,199,66.83
141351,801,2107,State-funded primary,257,120,137,46.69,53.31,1,0.39,42,16.34,34,222,1,13.20,86.4,0.4,51,51,257,19.84
141352,305,2059,State-funded primary,384,179,205,46.61,53.39,37,9.64,69,17.97,65,314,5,16.90,81.8,1.3,134,141,336,41.96
141353,878,2044,State-funded primary,334,173,161,51.80,48.20,10,2.99,38,11.38,8,326,0,2.40,97.6,0,98,106,334,31.74
141355,881,2114,State-funded primary,228,102,126,44.74,55.26,6,2.63,32,14.04,52,176,0,22.80,77.2,0,78,83,206,40.29
141356,926,2082,State-funded primary,185,88,97,47.57,52.43,8,4.32,56,30.27,49,135,1,26.50,73,0.5,76,77,185,41.62
141357,926,2086,State-funded primary,397,186,211,46.85,53.15,3,0.76,37,9.32,103,294,0,25.90,74.1,0,43,50,397,12.59
141358,926,2088,State-funded primary,210,101,109,48.10,51.90,6,2.86,35,16.67,11,196,3,5.20,93.3,1.4,83,84,210,40.00
141359,926,2090,State-funded primary,144,72,72,50.00,50.00,3,2.08,20,13.89,66,78,0,45.80,54.2,0,71,75,144,52.08
141360,926,2091,State-funded primary,199,96,103,48.24,51.76,11,5.53,19,9.55,79,120,0,39.70,60.3,0,78,83,199,41.71
141361,802,2002,State-funded primary,365,164,201,44.93,55.07,3,0.82,28,7.67,30,335,0,8.20,91.8,0,63,65,365,17.81
141362,802,2003,State-funded primary,94,47,47,50.00,50.00,1,1.06,7,7.45,3,91,0,3.20,96.8,0,3,4,94,4.26
141363,892,4006,State-funded secondary,749,392,357,52.34,47.66,4,0.53,135,18.02,70,678,1,9.30,90.5,0.1,265,323,749,43.12
141364,931,2016,State-funded primary,445,211,234,47.42,52.58,10,2.25,49,11.01,18,422,5,4.00,94.8,1.1,76,76,396,19.19
141365,354,2005,State-funded primary,463,235,228,50.76,49.24,8,1.73,27,5.83,354,109,0,76.50,23.5,0,142,145,417,34.77
141366,372,2024,State-funded primary,384,191,193,49.74,50.26,4,1.04,69,17.97,18,366,0,4.70,95.3,0,157,144,348,41.38
141368,893,2006,State-funded primary,208,109,99,52.40,47.60,8,3.85,43,20.67,17,191,0,8.20,91.8,0,110,101,183,55.19
141369,808,4005,State-funded secondary,1180,626,554,53.05,46.95,10,0.85,187,15.85,102,1073,5,8.60,90.9,0.4,192,240,1180,20.34
141370,808,4006,State-funded secondary,1038,545,493,52.50,47.50,27,2.60,93,8.96,80,958,0,7.70,92.3,0,225,293,1038,28.23
141371,935,2047,State-funded primary,339,167,172,49.26,50.74,10,2.95,33,9.73,42,297,0,12.40,87.6,0,71,78,339,23.01
141372,935,2048,State-funded primary,208,106,102,50.96,49.04,18,8.65,21,10.10,27,181,0,13.00,87,0,58,58,208,27.88
141373,935,2050,State-funded primary,312,149,163,47.76,52.24,29,9.29,43,13.78,45,267,0,14.40,85.6,0,93,100,312,32.05
141375,380,2025,State-funded primary,421,211,210,50.12,49.88,6,1.43,59,14.01,292,128,1,69.40,30.4,0.2,125,139,391,35.55
141376,331,7002,State-funded special school,188,54,134,28.72,71.28,188,100.00,0,0.00,69,118,1,36.70,62.8,0.5,95,77,136,56.62
141377,830,4004,State-funded secondary,1066,509,557,47.75,52.25,46,4.32,164,15.38,34,1031,1,3.20,96.7,0.1,295,308,896,34.38
141378,839,4006,State-funded secondary,356,172,184,48.31,51.69,16,4.49,71,19.94,17,339,0,4.80,95.2,0,163,174,356,48.88
141379,881,2115,State-funded primary,404,195,209,48.27,51.73,13,3.22,42,10.40,105,299,0,26.00,74,0,150,161,374,43.05
141380,881,2116,State-funded primary,274,135,139,49.27,50.73,6,2.19,32,11.68,75,199,0,27.40,72.6,0,52,75,274,27.37
141381,881,2117,State-funded primary,220,111,109,50.45,49.55,5,2.27,17,7.73,28,192,0,12.70,87.3,0,43,51,205,24.88
141382,312,7000,State-funded special school,62,7,55,11.29,88.71,62,100.00,0,0.00,5,56,1,8.10,90.3,1.6,35,53,62,85.48
141384,808,5950,State-funded special school,45,5,40,11.11,88.89,45,100.00,0,0.00,0,45,0,0.00,100,0,36,39,45,86.67
141385,808,5951,State-funded special school,85,9,76,10.59,89.41,85,100.00,0,0.00,0,85,0,0.00,100,0,54,64,85,75.29
141386,886,2054,State-funded primary,181,91,90,50.28,49.72,6,3.31,19,10.50,32,149,0,17.70,82.3,0,84,86,181,47.51
141387,810,2021,State-funded primary,224,109,115,48.66,51.34,11,4.91,44,19.64,15,209,0,6.70,93.3,0,58,60,191,31.41
141390,925,2035,State-funded primary,50,26,24,52.00,48.00,5,10.00,11,22.00,0,50,0,0.00,100,0,13,15,49,30.61
141391,925,4013,State-funded secondary,572,291,281,50.87,49.13,10,1.75,97,16.96,180,386,6,31.50,67.5,1,171,196,572,34.27
141393,815,2001,State-funded primary,195,84,111,43.08,56.92,2,1.03,24,12.31,9,186,0,4.60,95.4,0,49,49,172,28.49
141395,926,4018,State-funded secondary,444,211,233,47.52,52.48,14,3.15,70,15.77,7,436,1,1.60,98.2,0.2,101,122,444,27.48
141396,892,2013,State-funded primary,682,330,352,48.39,51.61,4,0.59,114,16.72,229,453,0,33.60,66.4,0,353,369,606,60.89
141397,892,2014,State-funded primary,493,233,260,47.26,52.74,3,0.61,78,15.82,123,369,1,24.90,74.8,0.2,224,224,453,49.45
141398,891,2022,State-funded primary,164,84,80,51.22,48.78,3,1.83,27,16.46,37,127,0,22.60,77.4,0,63,67,150,44.67
141399,807,4004,State-funded secondary,807,368,439,45.60,54.40,19,2.35,117,14.50,10,797,0,1.20,98.8,0,124,156,807,19.33
141400,354,2007,State-funded primary,352,171,181,48.58,51.42,7,1.99,97,27.56,164,188,0,46.60,53.4,0,111,117,312,37.50
141401,353,2014,State-funded primary,217,112,105,51.61,48.39,1,0.46,33,15.21,187,30,0,86.20,13.8,0,70,71,198,35.86
141403,373,2039,State-funded primary,319,155,164,48.59,51.41,4,1.25,40,12.54,260,59,0,81.50,18.5,0,143,105,241,43.57
141404,373,2042,State-funded primary,355,166,189,46.76,53.24,1,0.28,50,14.08,276,79,0,77.70,22.3,0,156,162,355,45.63
141405,861,2014,State-funded primary,458,222,236,48.47,51.53,3,0.66,44,9.61,74,384,0,16.20,83.8,0,239,222,409,54.28
141406,935,2051,State-funded primary,249,124,125,49.80,50.20,2,0.80,18,7.23,5,244,0,2.00,98,0,41,46,194,23.71
141407,935,7011,State-funded special school,168,62,106,36.90,63.10,168,100.00,0,0.00,24,144,0,14.30,85.7,0,69,83,168,49.40
141408,357,2014,State-funded primary,223,117,106,52.47,47.53,6,2.69,19,8.52,26,197,0,11.70,88.3,0,75,80,197,40.61
141409,384,2021,State-funded primary,424,221,203,52.12,47.88,14,3.30,91,21.46,14,410,0,3.30,96.7,0,158,173,424,40.80
141410,335,2019,State-funded primary,272,128,144,47.06,52.94,2,0.74,38,13.97,17,255,0,6.30,93.8,0,148,152,272,55.88
141411,320,6005,Independent school,10,2,8,20.00,80.00,2,20.00,7,70.00,0,0,0,0.00,0,0,0
141412,885,3316,State-funded primary,165,83,82,50.30,49.70,4,2.42,16,9.70,0,165,0,0.00,100,0,24,24,136,17.65
141413,885,3393,State-funded primary,185,84,101,45.41,54.59,4,2.16,25,13.51,40,145,0,21.60,78.4,0,39,42,185,22.70
141414,885,4800,State-funded secondary,1094,473,621,43.24,56.76,11,1.01,116,10.60,86,1002,6,7.90,91.6,0.5,95,130,917,14.18
141443,885,3388,State-funded primary,200,98,102,49.00,51.00,2,1.00,23,11.50,31,169,0,15.50,84.5,0,44,45,200,22.50
141444,885,3380,State-funded primary,155,82,73,52.90,47.10,3,1.94,21,13.55,8,147,0,5.20,94.8,0,37,37,155,23.87
141445,357,2046,State-funded primary,371,185,186,49.87,50.13,20,5.39,68,18.33,79,292,0,21.30,78.7,0,141,142,352,40.34
141446,936,3353,State-funded primary,346,160,186,46.24,53.76,9,2.60,41,11.85,69,276,1,19.90,79.8,0.3,31,37,346,10.69
141447,936,2355,State-funded primary,472,230,242,48.73,51.27,9,1.91,25,5.30,77,395,0,16.30,83.7,0,9,12,439,2.73
141448,860,7026,State-funded special school,111,49,62,44.14,55.86,111,100.00,0,0.00,5,106,0,4.50,95.5,0,44,46,96,47.92
141449,860,7027,State-funded special school,98,26,72,26.53,73.47,98,100.00,0,0.00,10,88,0,10.20,89.8,0,35,39,98,39.80
141450,860,2373,State-funded primary,260,139,121,53.46,46.54,0,0.00,32,12.31,12,248,0,4.60,95.4,0,88,91,260,35.00
141451,893,4412,State-funded secondary,556,278,278,50.00,50.00,26,4.68,30,5.40,5,551,0,0.90,99.1,0,84,106,556,19.06
141452,857,3428,State-funded primary,127,51,76,40.16,59.84,3,2.36,17,13.39,1,126,0,0.80,99.2,0,8,8,127,6.30
141453,857,3113,State-funded primary,185,75,110,40.54,59.46,2,1.08,10,5.41,1,184,0,0.50,99.5,0,19,19,185,10.27
141454,857,3117,State-funded primary,171,83,88,48.54,51.46,3,1.75,16,9.36,1,170,0,0.60,99.4,0,13,19,171,11.11
141455,372,3332,State-funded primary,244,111,133,45.49,54.51,2,0.82,23,9.43,7,237,0,2.90,97.1,0,15,17,215,7.91
141456,807,3309,State-funded primary,233,127,106,54.51,45.49,2,0.86,15,6.44,0,233,0,0.00,100,0,11,12,204,5.88
141457,807,3308,State-funded primary,169,95,74,56.21,43.79,2,1.18,21,12.43,1,168,0,0.60,99.4,0,27,30,134,22.39
141458,807,3307,State-funded primary,192,98,94,51.04,48.96,2,1.04,12,6.25,2,190,0,1.00,99,0,10,13,173,7.51
141459,931,3224,State-funded primary,113,48,65,42.48,57.52,2,1.77,16,14.16,1,112,0,0.90,99.1,0,15,17,101,16.83
141460,891,3769,State-funded primary,456,224,232,49.12,50.88,0,0.00,36,7.89,227,229,0,49.80,50.2,0,54,61,417,14.63
141461,940,3042,State-funded primary,90,42,48,46.67,53.33,0,0.00,18,20.00,7,83,0,7.80,92.2,0,10,10,90,11.11
141462,940,3316,State-funded primary,90,52,38,57.78,42.22,2,2.22,10,11.11,4,86,0,4.40,95.6,0,10,11,90,12.22
141463,815,2426,State-funded primary,247,134,113,54.25,45.75,5,2.02,17,6.88,1,246,0,0.40,99.6,0,35,42,232,18.10
141464,926,3078,State-funded primary,105,43,62,40.95,59.05,0,0.00,14,13.33,5,100,0,4.80,95.2,0,24,27,105,25.71
141465,926,2187,State-funded primary,203,96,107,47.29,52.71,3,1.48,34,16.75,5,198,0,2.50,97.5,0,20,22,203,10.84
141466,887,5457,State-funded secondary,1486,21,1465,1.41,98.59,7,0.47,214,14.40,127,1359,0,8.50,91.5,0,175,210,1251,16.79
141467,887,2646,State-funded primary,443,218,225,49.21,50.79,4,0.90,71,16.03,114,328,1,25.70,74,0.2,138,144,420,34.29
141468,855,3041,State-funded primary,79,40,39,50.63,49.37,1,1.27,6,7.59,3,76,0,3.80,96.2,0,10,13,79,16.46
141469,855,2073,State-funded primary,148,78,70,52.70,47.30,6,4.05,26,17.57,30,118,0,20.30,79.7,0,77,83,148,56.08
141470,382,4800,State-funded secondary,1074,531,543,49.44,50.56,18,1.68,136,12.66,161,912,1,15.00,84.9,0.1,351,346,948,36.50
141471,886,3714,State-funded primary,207,96,111,46.38,53.62,3,1.45,7,3.38,43,164,0,20.80,79.2,0,22,23,207,11.11
141472,886,3745,State-funded primary,204,110,94,53.92,46.08,2,0.98,19,9.31,16,188,0,7.80,92.2,0,22,23,204,11.27
141473,850,2077,State-funded primary,58,25,33,43.10,56.90,4,6.90,4,6.90,6,52,0,10.30,89.7,0,13,13,58,22.41
141474,850,5205,State-funded primary,454,216,238,47.58,52.42,11,2.42,80,17.62,10,444,0,2.20,97.8,0,165,179,454,39.43
141475,845,7025,State-funded special school,149,47,102,31.54,68.46,148,99.33,1,0.67,4,145,0,2.70,97.3,0,85,93,149,62.42
141476,845,7024,State-funded special school,101,20,81,19.80,80.20,101,100.00,0,0.00,6,95,0,5.90,94.1,0,49,53,101,52.48
141477,332,3355,State-funded primary,207,108,99,52.17,47.83,3,1.45,18,8.70,2,205,0,1.00,99,0,20,21,207,10.14
141478,830,3516,State-funded primary,235,129,106,54.89,45.11,1,0.43,16,6.81,44,191,0,18.70,81.3,0,48,49,216,22.69
141479,381,3328,State-funded primary,168,71,97,42.26,57.74,2,1.19,16,9.52,3,165,0,1.80,98.2,0,63,67,168,39.88
141480,381,3306,State-funded primary,169,81,88,47.93,52.07,7,4.14,27,15.98,34,135,0,20.10,79.9,0,101,101,156,64.74
141481,305,3501,State-funded primary,219,129,90,58.90,41.10,4,1.83,22,10.05,58,161,0,26.50,73.5,0,18,19,219,8.68
141482,305,3503,State-funded primary,207,110,97,53.14,46.86,4,1.93,12,5.80,42,165,0,20.30,79.7,0,30,33,207,15.94
141483,889,3374,State-funded primary,207,93,114,44.93,55.07,0,0.00,13,6.28,0,207,0,0.00,100,0,18,23,207,11.11
141484,330,3374,State-funded primary,212,108,104,50.94,49.06,3,1.42,21,9.91,37,175,0,17.50,82.5,0,36,43,212,20.28
141485,813,1105,Pupil referral unit,6,3,3,50.00,50.00,3,50.00,3,50.00,0,6,0,0.00,100,0,5,5,6,83.33
141486,860,3092,State-funded primary,316,161,155,50.95,49.05,7,2.22,58,18.35,48,268,0,15.20,84.8,0,105,112,316,35.44
141487,884,7008,State-funded special school,93,6,87,6.45,93.55,92,98.92,1,1.08,2,91,0,2.20,97.8,0,57,66,93,70.97
141488,372,2105,State-funded primary,259,123,136,47.49,52.51,13,5.02,8,3.09,18,241,0,6.90,93.1,0,36,39,234,16.67
141489,332,3303,State-funded primary,194,100,94,51.55,48.45,4,2.06,40,20.62,51,141,2,26.30,72.7,1,58,58,194,29.90
141491,860,4011,State-funded secondary,328,155,173,47.26,52.74,2,0.61,38,11.59,14,314,0,4.30,95.7,0,53
141493,860,2421,State-funded primary,386,186,200,48.19,51.81,11,2.85,51,13.21,5,381,0,1.30,98.7,0,77,79,386,20.47
141494,852,2452,State-funded primary,619,285,334,46.04,53.96,19,3.07,37,5.98,247,367,5,39.90,59.3,0.8,210,215,619,34.73
141495,373,4278,State-funded secondary,1012,471,541,46.54,53.46,15,1.48,150,14.82,192,820,0,19.00,81,0,290,332,1012,32.81
141496,926,2061,State-funded primary,120,43,77,35.83,64.17,2,1.67,19,15.83,6,114,0,5.00,95,0,14,14,96,14.58
141497,886,3740,State-funded primary,192,110,82,57.29,42.71,2,1.04,26,13.54,63,128,1,32.80,66.7,0.5,58,60,192,31.25
141499,909,4007,State-funded secondary,1089,538,551,49.40,50.60,40,3.67,105,9.64,18,1070,1,1.70,98.3,0.1,317,325,954,34.07
141500,873,2034,State-funded primary,621,308,313,49.60,50.40,19,3.06,55,8.86,204,409,8,32.90,65.9,1.3,38,45,595,7.56
141501,333,6007,Independent school,0,0,0,,,0,,0,,0,0,0,0.00,0,0,0
141502,895,6001,Independent school,50,10,40,20.00,80.00,50,100.00,0,0.00,0,0,0,0.00,0,0,0
141511,881,2118,State-funded primary,210,112,98,53.33,46.67,4,1.90,23,10.95,23,187,0,11.00,89,0,24,33,210,15.71
141512,881,7000,State-funded special school,77,0,77,0.00,100.00,77,100.00,0,0.00,0,77,0,0.00,100,0,45,58,77,75.32
141513,803,2108,State-funded primary,450,221,229,49.11,50.89,26,5.78,24,5.33,40,406,4,8.90,90.2,0.9,78,83,450,18.44
141514,878,4013,State-funded secondary,822,383,439,46.59,53.41,30,3.65,121,14.72,68,754,0,8.30,91.7,0,176,204,715,28.53
141515,878,6064,Independent school,55,16,39,29.09,70.91,55,100.00,0,0.00,0,0,0,0.00,0,0,0
141520,823,6000,Independent school,229,109,120,47.60,52.40,4,1.75,28,12.23,0,0,0,0.00,0,0,0
141521,383,3315,State-funded primary,245,118,127,48.16,51.84,3,1.22,27,11.02,44,201,0,18.00,82,0,19,20,206,9.71
141522,384,2172,State-funded primary,242,130,112,53.72,46.28,5,2.07,13,5.37,8,234,0,3.30,96.7,0,54,54,179,30.17
141523,878,2000,State-funded primary,279,130,149,46.59,53.41,3,1.08,21,7.53,4,275,0,1.40,98.6,0,89,85,238,35.71
141524,838,3338,State-funded primary,60,26,34,43.33,56.67,1,1.67,8,13.33,0,60,0,0.00,100,0,7,7,60,11.67
141525,878,3320,State-funded primary,191,94,97,49.21,50.79,2,1.05,6,3.14,1,190,0,0.50,99.5,0,20,20,191,10.47
141526,838,4504,State-funded secondary,1585,827,758,52.18,47.82,30,1.89,192,12.11,15,1563,7,0.90,98.6,0.4,174,162,1190,13.61
141527,878,3306,State-funded primary,99,53,46,53.54,46.46,1,1.01,11,11.11,0,99,0,0.00,100,0,14,15,99,15.15
141528,908,2623,State-funded primary,88,45,43,51.14,48.86,2,2.27,14,15.91,1,87,0,1.10,98.9,0,30,30,88,34.09
141529,305,3301,State-funded primary,214,113,101,52.80,47.20,0,0.00,24,11.21,5,209,0,2.30,97.7,0,7,7,214,3.27
141530,851,2707,State-funded primary,555,271,284,48.83,51.17,18,3.24,67,12.07,120,435,0,21.60,78.4,0,243,258,555,46.49
141531,851,2720,State-funded primary,431,225,206,52.20,47.80,9,2.09,63,14.62,98,333,0,22.70,77.3,0,224,241,431,55.92
141532,886,5217,State-funded primary,216,115,101,53.24,46.76,4,1.85,25,11.57,7,209,0,3.20,96.8,0,8,8,216,3.70
141533,936,7042,State-funded special school,151,36,115,23.84,76.16,149,98.68,2,1.32,30,121,0,19.90,80.1,0,38,32,121,26.45
141534,886,2069,State-funded primary,671,341,330,50.82,49.18,5,0.75,60,8.94,211,459,1,31.40,68.4,0.1,105,112,627,17.86
141535,305,5202,State-funded primary,411,215,196,52.31,47.69,9,2.19,61,14.84,74,337,0,18.00,82,0,35,36,411,8.76
141536,891,3552,State-funded primary,192,101,91,52.60,47.40,0,0.00,40,20.83,11,181,0,5.70,94.3,0,49,52,192,27.08
141537,372,2124,State-funded primary,208,125,83,60.10,39.90,0,0.00,15,7.21,2,206,0,1.00,99,0,12,14,208,6.73
141538,876,2001,State-funded primary,161,78,83,48.45,51.55,5,3.11,17,10.56,29,132,0,18.00,82,0,76,77,140,55.00
141539,372,2058,State-funded primary,365,177,188,48.49,51.51,3,0.82,25,6.85,14,351,0,3.80,96.2,0,20,21,339,6.19
141540,830,2363,State-funded primary,411,183,228,44.53,55.47,3,0.73,49,11.92,11,400,0,2.70,97.3,0,67,71,411,17.27
141541,891,2933,State-funded primary,564,279,285,49.47,50.53,3,0.53,45,7.98,107,457,0,19.00,81,0,208,207,517,40.04
141542,830,2331,State-funded primary,303,146,157,48.18,51.82,3,0.99,56,18.48,5,298,0,1.70,98.3,0,69,62,231,26.84
141543,830,2340,State-funded primary,329,161,168,48.94,51.06,2,0.61,80,24.32,4,325,0,1.20,98.8,0,85,93,329,28.27
141544,830,2217,State-funded primary,102,52,50,50.98,49.02,1,0.98,23,22.55,5,97,0,4.90,95.1,0,19,20,102,19.61
141545,891,3310,State-funded primary,208,103,105,49.52,50.48,1,0.48,11,5.29,7,201,0,3.40,96.6,0,29,30,208,14.42
141546,935,2040,State-funded primary,412,203,209,49.27,50.73,19,4.61,39,9.47,55,357,0,13.30,86.7,0,84,87,395,22.03
141547,916,5217,State-funded primary,336,169,167,50.30,49.70,6,1.79,45,13.39,2,332,2,0.60,98.8,0.6,35,35,317,11.04
141548,886,2055,State-funded primary,398,191,207,47.99,52.01,6,1.51,50,12.56,89,309,0,22.40,77.6,0,124,133,398,33.42
141549,311,2020,State-funded primary,361,162,199,44.88,55.12,8,2.22,25,6.93,157,204,0,43.50,56.5,0,107,113,361,31.30
141550,935,2073,State-funded primary,74,40,34,54.05,45.95,1,1.35,10,13.51,1,73,0,1.40,98.6,0,14,15,74,20.27
141551,935,2123,State-funded primary,169,82,87,48.52,51.48,4,2.37,18,10.65,3,166,0,1.80,98.2,0,45,46,147,31.29
141552,873,3083,State-funded primary,462,208,254,45.02,54.98,19,4.11,130,28.14,62,390,10,13.40,84.4,2.2,57,57,411,13.87
141553,887,2194,State-funded primary,246,120,126,48.78,51.22,2,0.81,19,7.72,10,216,20,4.10,87.8,8.1,74,75,220,34.09
141554,935,2091,State-funded primary,328,154,174,46.95,53.05,5,1.52,38,11.59,17,311,0,5.20,94.8,0,100,102,297,34.34
141555,816,6012,Independent school,139,69,70,49.64,50.36,0,0.00,15,10.79,0,0,0,0.00,0,0,0
141556,925,2036,State-funded primary,183,89,94,48.63,51.37,4,2.19,4,2.19,14,169,0,7.70,92.3,0,16,16,183,8.74
141559,895,7001,State-funded special school,67,11,56,16.42,83.58,67,100.00,0,0.00,0,67,0,0.00,100,0,15,15,60,25.00
141560,332,6010,Independent school,75,21,54,28.00,72.00,16,21.33,59,78.67,0,0,0,0.00,0,0,0
141561,312,2045,State-funded primary,418,197,221,47.13,52.87,2,0.48,24,5.74,331,87,0,79.20,20.8,0,67,87,377,23.08
141563,370,7010,State-funded special school,115,7,108,6.09,93.91,115,100.00,0,0.00,3,112,0,2.60,97.4,0,71,91,115,79.13
141564,370,1101,Pupil referral unit,24,4,20,16.67,83.33,4,16.67,12,50.00,0,24,0,0.00,100,0,19,22,24,91.67
141565,889,4800,State-funded secondary,861,861,0,100.00,0.00,11,1.28,135,15.68,618,243,0,71.80,28.2,0,119,87,626,13.90
141566,305,3500,State-funded primary,209,109,100,52.15,47.85,2,0.96,26,12.44,55,154,0,26.30,73.7,0,8,8,209,3.83
141567,305,3300,State-funded primary,397,196,201,49.37,50.63,6,1.51,62,15.62,109,288,0,27.50,72.5,0,48,50,397,12.59
141568,895,3812,State-funded primary,418,202,216,48.33,51.67,16,3.83,40,9.57,4,414,0,1.00,99,0,32,33,418,7.89
141569,830,3503,State-funded primary,217,120,97,55.30,44.70,4,1.84,24,11.06,3,214,0,1.40,98.6,0,25,25,217,11.52
141570,332,5401,State-funded secondary,1160,555,605,47.84,52.16,16,1.38,137,11.81,41,1119,0,3.50,96.5,0,229,258,1087,23.74
141571,881,3834,State-funded primary,658,341,317,51.82,48.18,10,1.52,95,14.44,10,648,0,1.50,98.5,0,194,224,581,38.55
141572,881,2687,State-funded primary,258,135,123,52.33,47.67,4,1.55,15,5.81,30,228,0,11.60,88.4,0,34,37,258,14.34
141573,881,2559,State-funded primary,341,160,181,46.92,53.08,22,6.45,29,8.50,19,322,0,5.60,94.4,0,25,33,341,9.68
141574,881,2717,State-funded primary,177,98,79,55.37,44.63,2,1.13,6,3.39,22,155,0,12.40,87.6,0,18,18,177,10.17
141575,916,3326,State-funded primary,405,200,205,49.38,50.62,4,0.99,47,11.60,14,391,0,3.50,96.5,0,85,92,405,22.72
141576,204,2444,State-funded primary,393,224,169,57.00,43.00,6,1.53,103,26.21,270,122,1,68.70,31,0.3,151,150,345,43.48
141577,311,2085,State-funded primary,417,200,217,47.96,52.04,9,2.16,58,13.91,140,277,0,33.60,66.4,0,141,146,373,39.14
141578,886,3019,State-funded primary,204,96,108,47.06,52.94,8,3.92,11,5.39,6,198,0,2.90,97.1,0,3,4,204,1.96
141579,886,5210,State-funded primary,450,234,216,52.00,48.00,12,2.67,45,10.00,117,327,6,26.00,72.7,1.3,101,111,450,24.67
141580,886,5222,State-funded primary,209,100,109,47.85,52.15,3,1.44,24,11.48,53,156,0,25.40,74.6,0,18,21,209,10.05
141581,925,4050,State-funded secondary,612,293,319,47.88,52.12,36,5.88,29,4.74,6,606,0,1.00,99,0,134,160,612,26.14
141582,341,3011,State-funded primary,358,186,172,51.96,48.04,8,2.23,80,22.35,268,90,0,74.90,25.1,0,151,198,299,66.22
141583,926,2204,State-funded primary,204,93,111,45.59,54.41,0,0.00,61,29.90,103,101,0,50.50,49.5,0,64,69,204,33.82
141584,926,3056,State-funded primary,169,95,74,56.21,43.79,1,0.59,10,5.92,5,155,9,3.00,91.7,5.3,20,22,169,13.02
141585,812,1105,Pupil referral unit,25,12,13,48.00,52.00,2,8.00,23,92.00,0,25,0,0.00,100,0,18,21,25,84.00
141586,892,2088,State-funded primary,206,100,106,48.54,51.46,1,0.49,28,13.59,101,104,1,49.00,50.5,0.5,101,108,206,52.43
141587,372,3334,State-funded primary,196,106,90,54.08,45.92,2,1.02,50,25.51,11,185,0,5.60,94.4,0,71,80,174,45.98
141588,372,3328,State-funded primary,188,81,107,43.09,56.91,1,0.53,41,21.81,4,184,0,2.10,97.9,0,53,54,162,33.33
