"Year","Predicted SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","15 point(s)","White","All","Main scheme application","30","20","0.581","0"
"2021","15 point(s)","White","All","Main scheme application","30","20","0.656","0"
"2022","15 point(s)","White","All","Main scheme application","20","10","0.47600000000000003","0"
"2023","15 point(s)","White","All","Main scheme application","30","15","0.607","0"
"2010","16 point(s)","White","All","Main scheme application","30","20","0.759","0"
"2011","16 point(s)","White","All","Main scheme application","35","20","0.5","0"
"2012","16 point(s)","White","All","Main scheme application","40","25","0.605","0"
"2013","16 point(s)","White","All","Main scheme application","45","30","0.674","0"
"2014","16 point(s)","White","All","Main scheme application","55","30","0.582","0"
"2015","16 point(s)","White","All","Main scheme application","50","15","0.314","0"
"2016","16 point(s)","White","All","Main scheme application","45","25","0.532","0"
"2017","16 point(s)","White","All","Main scheme application","55","35","0.6","0"
"2018","16 point(s)","White","All","Main scheme application","50","25","0.47900000000000004","0"
"2019","16 point(s)","White","All","Main scheme application","45","30","0.636","0"
"2020","16 point(s)","White","All","Main scheme application","40","30","0.718","0"
"2021","16 point(s)","White","All","Main scheme application","25","15","0.64","0"
"2022","16 point(s)","White","All","Main scheme application","30","25","0.8210000000000001","0"
"2023","16 point(s)","White","All","Main scheme application","25","15","0.63","0"
"2010","17 point(s)","White","All","Main scheme application","20","15","0.682","0"
"2011","17 point(s)","White","All","Main scheme application","20","15","0.65","0"
"2012","17 point(s)","White","All","Main scheme application","35","25","0.7030000000000001","0"
"2013","17 point(s)","White","All","Main scheme application","25","20","0.8150000000000001","0"
"2014","17 point(s)","White","All","Main scheme application","45","25","0.605","0"
"2015","17 point(s)","White","All","Main scheme application","50","30","0.62","0"
"2016","17 point(s)","White","All","Main scheme application","55","35","0.607","0"
"2017","17 point(s)","White","All","Main scheme application","45","25","0.628","0"
"2018","17 point(s)","White","All","Main scheme application","35","30","0.757","0"
"2019","17 point(s)","White","All","Main scheme application","35","20","0.514","0"
"2020","17 point(s)","White","All","Main scheme application","40","25","0.585","0"
"2021","17 point(s)","White","All","Main scheme application","45","40","0.848","0"
"2022","17 point(s)","White","All","Main scheme application","20","10","0.455","0"
"2023","17 point(s)","White","All","Main scheme application","25","15","0.708","0"
"2010","18 point(s)","White","All","Main scheme application","15","10"," ","0"
"2011","18 point(s)","White","All","Main scheme application","20","15","0.81","0"
"2012","18 point(s)","White","All","Main scheme application","25","15","0.625","0"
"2013","18 point(s)","White","All","Main scheme application","20","15","0.667","0"
"2014","18 point(s)","White","All","Main scheme application","35","25","0.676","0"
"2015","18 point(s)","White","All","Main scheme application","35","25","0.714","0"
"2016","18 point(s)","White","All","Main scheme application","35","20","0.514","0"
"2017","18 point(s)","White","All","Main scheme application","30","15","0.516","0"
"2018","18 point(s)","White","All","Main scheme application","40","25","0.65","0"
"2019","18 point(s)","White","All","Main scheme application","40","25","0.6920000000000001","0"
"2020","18 point(s)","White","All","Main scheme application","40","35","0.833","0"
"2021","18 point(s)","White","All","Main scheme application","35","30","0.784","0"
"2022","18 point(s)","White","All","Main scheme application","25","15","0.64","0"
"2023","18 point(s)","White","All","Main scheme application","25","15","0.609","0"
"2010","19 point(s)","White","All","Main scheme application","10","5"," ","0"
"2011","19 point(s)","White","All","Main scheme application","5","5"," ","0"
"2012","19 point(s)","White","All","Main scheme application","30","20","0.621","0"
"2013","19 point(s)","White","All","Main scheme application","15","10","0.667","0"
"2014","19 point(s)","White","All","Main scheme application","25","20","0.87","0"
"2015","19 point(s)","White","All","Main scheme application","25","15","0.556","0"
"2016","19 point(s)","White","All","Main scheme application","30","20","0.667","0"
"2017","19 point(s)","White","All","Main scheme application","40","30","0.775","0"
"2018","19 point(s)","White","All","Main scheme application","25","20","0.76","0"
"2019","19 point(s)","White","All","Main scheme application","35","25","0.788","0"
"2020","19 point(s)","White","All","Main scheme application","20","20","0.9","0"
"2021","19 point(s)","White","All","Main scheme application","40","35","0.857","0"
"2022","19 point(s)","White","All","Main scheme application","25","15","0.739","0"
"2023","19 point(s)","White","All","Main scheme application","25","20","0.75","0"
"2010","20 point(s)","White","All","Main scheme application","10","5"," ","0"
"2011","20 point(s)","White","All","Main scheme application","5","5"," ","0"
"2012","20 point(s)","White","All","Main scheme application","15","15","0.765","0"
"2013","20 point(s)","White","All","Main scheme application","15","15","0.875","0"
"2014","20 point(s)","White","All","Main scheme application","15","10","0.714","0"
"2015","20 point(s)","White","All","Main scheme application","25","20","0.731","0"
"2016","20 point(s)","White","All","Main scheme application","35","25","0.788","0"
"2017","20 point(s)","White","All","Main scheme application","30","20","0.667","0"
"2018","20 point(s)","White","All","Main scheme application","35","25","0.771","0"
"2019","20 point(s)","White","All","Main scheme application","35","25","0.727","0"
"2020","20 point(s)","White","All","Main scheme application","40","30","0.789","0"
"2021","20 point(s)","White","All","Main scheme application","55","45","0.8","0"
"2022","20 point(s)","White","All","Main scheme application","40","35","0.805","0"
"2023","20 point(s)","White","All","Main scheme application","40","35","0.786","0"
"2015","12 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2023","12 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2022","13 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2015","14 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2016","14 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2018","14 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2012","15 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2019","15 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2020","15 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2021","15 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2023","15 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2015","16 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2016","16 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2020","16 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2021","16 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2023","16 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2022","17 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2021","18 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2022","18 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2023","18 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2022","20 point(s)","Black","All","Main scheme application","5","5"," ","0"
"2023","20 point(s)","Black","All","Main scheme application","5","0"," ","0"
"2010","10 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2014","10 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2010","11 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2011","11 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2012","11 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2013","11 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2020","11 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2010","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2011","12 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2012","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2013","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2014","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2015","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2017","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2019","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2020","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2022","12 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2010","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2011","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2012","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2013","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2014","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2015","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2016","13 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2017","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2018","13 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2020","13 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2022","13 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2023","13 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2010","14 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2011","14 point(s)","Asian","All","Main scheme application","5","0"," ","0"
