"Year","Difference between predicted and achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2016","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2017","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2018","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2019","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2020","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2022","-6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2023","-6 points","Mixed","Main scheme applicant","All","10","5"," ","0"
"2010","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2011","Less than -6 points","Mixed","Main scheme applicant","All","10","10"," ","0"
"2012","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2013","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2014","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2016","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2017","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2018","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2019","Less than -6 points","Mixed","Main scheme applicant","All","10","5"," ","0"
"2020","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2021","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2022","Less than -6 points","Mixed","Main scheme applicant","All","5","5"," ","0"
"2023","Less than -6 points","Mixed","Main scheme applicant","All","10","10","0.917","0"
"2010","0 points","Other","Main scheme applicant","All","5","5"," ","0"
"2013","0 points","Other","Main scheme applicant","All","5","5"," ","0"
"2014","0 points","Other","Main scheme applicant","All","10","5"," ","0"
"2015","0 points","Other","Main scheme applicant","All","5","0"," ","0"
"2016","0 points","Other","Main scheme applicant","All","10","5"," ","0"
"2017","0 points","Other","Main scheme applicant","All","5","5"," ","0"
"2018","0 points","Other","Main scheme applicant","All","5","5"," ","0"
"2019","0 points","Other","Main scheme applicant","All","10","5"," ","0"
"2020","0 points","Other","Main scheme applicant","All","5","5"," ","0"
"2021","0 points","Other","Main scheme applicant","All","15","10","0.647","0"
"2022","0 points","Other","Main scheme applicant","All","10","10"," ","0"
"2023","0 points","Other","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2020","1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2013","-1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2015","-1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2017","-1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2019","-1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2020","-1 points","Other","Main scheme applicant","All","10","10"," ","0"
"2021","-1 points","Other","Main scheme applicant","All","5","0"," ","0"
"2022","-1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2023","-1 points","Other","Main scheme applicant","All","5","5"," ","0"
"2016","-2 points","Other","Main scheme applicant","All","5","5"," ","0"
"2018","-2 points","Other","Main scheme applicant","All","5","5"," ","0"
"2019","-2 points","Other","Main scheme applicant","All","5","5"," ","0"
"2020","-2 points","Other","Main scheme applicant","All","5","5"," ","0"
"2021","-2 points","Other","Main scheme applicant","All","5","5"," ","0"
"2022","-2 points","Other","Main scheme applicant","All","10","10"," ","0"
"2023","-2 points","Other","Main scheme applicant","All","5","5"," ","0"
"2016","-3 points","Other","Main scheme applicant","All","5","5"," ","0"
"2017","-3 points","Other","Main scheme applicant","All","5","5"," ","0"
"2020","-3 points","Other","Main scheme applicant","All","5","5"," ","0"
"2022","-3 points","Other","Main scheme applicant","All","5","5"," ","0"
"2023","-3 points","Other","Main scheme applicant","All","5","5"," ","0"
"2022","-4 points","Other","Main scheme applicant","All","5","5"," ","0"
"2023","-4 points","Other","Main scheme applicant","All","5","5"," ","0"
"2022","-5 points","Other","Main scheme applicant","All","5","0"," ","0"
"2023","-5 points","Other","Main scheme applicant","All","5","5"," ","0"
"2022","-6 points","Other","Main scheme applicant","All","5","5"," ","0"
"2012","Less than -6 points","Other","Main scheme applicant","All","5","5"," ","0"
"2017","Less than -6 points","Other","Main scheme applicant","All","5","5"," ","0"
"2019","Less than -6 points","Other","Main scheme applicant","All","5","5"," ","0"
"2022","Less than -6 points","Other","Main scheme applicant","All","15","15","1","0"
"2023","Less than -6 points","Other","Main scheme applicant","All","5","5"," ","0"
"2010","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2015","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2017","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2019","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2020","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.909","0"
"2021","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2022","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","10","5"," ","0"
"2023","0 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2016","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2019","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2020","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2022","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","-1 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2017","-2 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","-2 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2021","-2 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2022","-2 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","-2 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","-3 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2017","-3 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","-3 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2022","-3 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2023","-3 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2011","-4 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2017","-4 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","0"," ","0"
"2018","-4 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","-4 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2016","-5 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2023","-6 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2018","Less than -6 points","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2010","All","White","Main scheme applicant","All","1820","1675","0.92","0"
"2011","All","White","Main scheme applicant","All","1920","1765","0.919","0"
"2012","All","White","Main scheme applicant","All","1885","1700","0.902","0"
"2013","All","White","Main scheme applicant","All","2065","1905","0.923","0"
"2014","All","White","Main scheme applicant","All","2000","1840","0.919","0"
"2015","All","White","Main scheme applicant","All","2075","1895","0.914","0"
"2016","All","White","Main scheme applicant","All","2035","1865","0.917","0"
"2017","All","White","Main scheme applicant","All","2000","1840","0.919","0"
"2018","All","White","Main scheme applicant","All","2060","1900","0.922","0"
"2019","All","White","Main scheme applicant","All","1930","1790","0.929","0"
"2020","All","White","Main scheme applicant","All","1875","1745","0.931","0"
"2021","All","White","Main scheme applicant","All","2225","2060","0.928","0"
"2022","All","White","Main scheme applicant","All","2210","2040","0.922","0"
"2023","All","White","Main scheme applicant","All","2255","2135","0.9460000000000001","0"
"2010","All","Black","Main scheme applicant","All","5","5"," ","0"
"2011","All","Black","Main scheme applicant","All","10","10"," ","0"
"2012","All","Black","Main scheme applicant","All","15","10","0.857","0"
"2013","All","Black","Main scheme applicant","All","20","15","0.842","0"
"2014","All","Black","Main scheme applicant","All","10","10","1","0"
"2015","All","Black","Main scheme applicant","All","10","10"," ","0"
"2016","All","Black","Main scheme applicant","All","20","15","0.9440000000000001","0"
"2017","All","Black","Main scheme applicant","All","20","15","0.85","0"
"2018","All","Black","Main scheme applicant","All","35","35","0.892","0"
"2019","All","Black","Main scheme applicant","All","25","20","0.9570000000000001","0"
"2020","All","Black","Main scheme applicant","All","45","40","0.913","0"
"2021","All","Black","Main scheme applicant","All","50","40","0.875","0"
"2022","All","Black","Main scheme applicant","All","50","45","0.92","0"
"2023","All","Black","Main scheme applicant","All","90","85","0.966","0"
"2010","All","Asian","Main scheme applicant","All","90","80","0.89","0"
"2011","All","Asian","Main scheme applicant","All","95","80","0.8320000000000001","0"
"2012","All","Asian","Main scheme applicant","All","120","100","0.8170000000000001","0"
"2013","All","Asian","Main scheme applicant","All","120","105","0.874","0"
"2014","All","Asian","Main scheme applicant","All","120","110","0.924","0"
"2015","All","Asian","Main scheme applicant","All","180","160","0.883","0"
"2016","All","Asian","Main scheme applicant","All","180","155","0.866","0"
"2017","All","Asian","Main scheme applicant","All","190","165","0.868","0"
"2018","All","Asian","Main scheme applicant","All","190","170","0.895","0"
"2019","All","Asian","Main scheme applicant","All","215","195","0.903","0"
"2020","All","Asian","Main scheme applicant","All","270","240","0.886","0"
"2021","All","Asian","Main scheme applicant","All","265","225","0.852","0"
"2022","All","Asian","Main scheme applicant","All","345","315","0.905","0"
"2023","All","Asian","Main scheme applicant","All","410","385","0.934","0"
"2010","All","Mixed","Main scheme applicant","All","35","30","0.833","0"
"2011","All","Mixed","Main scheme applicant","All","50","45","0.9380000000000001","0"
"2012","All","Mixed","Main scheme applicant","All","45","40","0.886","0"
"2013","All","Mixed","Main scheme applicant","All","50","45","0.88","0"
"2014","All","Mixed","Main scheme applicant","All","55","45","0.833","0"
"2015","All","Mixed","Main scheme applicant","All","65","55","0.836","0"
"2016","All","Mixed","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2017","All","Mixed","Main scheme applicant","All","70","60","0.886","0"
"2018","All","Mixed","Main scheme applicant","All","70","65","0.875","0"
"2019","All","Mixed","Main scheme applicant","All","75","65","0.882","0"
"2020","All","Mixed","Main scheme applicant","All","90","85","0.9440000000000001","0"
"2021","All","Mixed","Main scheme applicant","All","110","100","0.9","0"
"2022","All","Mixed","Main scheme applicant","All","125","115","0.928","0"
"2023","All","Mixed","Main scheme applicant","All","140","135","0.9510000000000001","0"
"2010","All","Other","Main scheme applicant","All","10","5"," ","0"
"2011","All","Other","Main scheme applicant","All","10","5"," ","0"
"2012","All","Other","Main scheme applicant","All","10","10"," ","0"
"2013","All","Other","Main scheme applicant","All","10","10"," ","0"
"2014","All","Other","Main scheme applicant","All","15","10","0.733","0"
"2015","All","Other","Main scheme applicant","All","15","10","0.733","0"
"2016","All","Other","Main scheme applicant","All","20","15","0.895","0"
"2017","All","Other","Main scheme applicant","All","20","15","0.85","0"
"2018","All","Other","Main scheme applicant","All","20","20","1","0"
"2019","All","Other","Main scheme applicant","All","25","20","0.913","0"
"2020","All","Other","Main scheme applicant","All","30","25","0.862","0"
"2021","All","Other","Main scheme applicant","All","30","25","0.781","0"
"2022","All","Other","Main scheme applicant","All","60","55","0.883","0"
"2023","All","Other","Main scheme applicant","All","50","45","0.843","0"
"2010","All","Unknown or Prefer Not To Say","Main scheme applicant","All","15","10","0.769","0"
"2011","All","Unknown or Prefer Not To Say","Main scheme applicant","All","15","15","0.929","0"
"2012","All","Unknown or Prefer Not To Say","Main scheme applicant","All","5","5"," ","0"
"2013","All","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2014","All","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10"," ","0"
"2015","All","Unknown or Prefer Not To Say","Main scheme applicant","All","10","10","0.917","0"
"2016","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.857","0"
"2017","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","20","0.864","0"
"2018","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","30","0.903","0"
"2019","All","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.88","0"
"2020","All","Unknown or Prefer Not To Say","Main scheme applicant","All","25","20","0.913","0"
"2021","All","Unknown or Prefer Not To Say","Main scheme applicant","All","20","15","0.773","0"
"2022","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","25","0.767","0"
"2023","All","Unknown or Prefer Not To Say","Main scheme applicant","All","30","25","0.893","0"
"2010","0 points","All","Main scheme applicant","All","475","445","0.937","0"
"2011","0 points","All","Main scheme applicant","All","505","475","0.9430000000000001","0"
"2012","0 points","All","Main scheme applicant","All","505","460","0.915","0"
"2013","0 points","All","Main scheme applicant","All","610","565","0.921","0"
"2014","0 points","All","Main scheme applicant","All","555","520","0.9390000000000001","0"
"2015","0 points","All","Main scheme applicant","All","615","570","0.931","0"
"2016","0 points","All","Main scheme applicant","All","685","635","0.928","0"
"2017","0 points","All","Main scheme applicant","All","650","610","0.9400000000000001","0"
"2018","0 points","All","Main scheme applicant","All","680","650","0.9500000000000001","0"
"2019","0 points","All","Main scheme applicant","All","660","635","0.961","0"
"2020","0 points","All","Main scheme applicant","All","1040","970","0.932","0"
"2021","0 points","All","Main scheme applicant","All","1265","1175","0.929","0"
"2022","0 points","All","Main scheme applicant","All","870","815","0.936","0"
"2023","0 points","All","Main scheme applicant","All","850","815","0.9580000000000001","0"
"2010","1 points","All","Main scheme applicant","All","85","75","0.916","0"
"2011","1 points","All","Main scheme applicant","All","80","75","0.925","0"
"2012","1 points","All","Main scheme applicant","All","75","70","0.907","0"
"2013","1 points","All","Main scheme applicant","All","95","90","0.9570000000000001","0"
"2014","1 points","All","Main scheme applicant","All","70","65","0.9420000000000001","0"
"2015","1 points","All","Main scheme applicant","All","75","75","1","0"
"2016","1 points","All","Main scheme applicant","All","95","90","0.968","0"
"2017","1 points","All","Main scheme applicant","All","60","50","0.881","0"
"2018","1 points","All","Main scheme applicant","All","80","70","0.872","0"
"2019","1 points","All","Main scheme applicant","All","70","65","0.9440000000000001","0"
"2020","1 points","All","Main scheme applicant","All","135","125","0.905","0"
"2021","1 points","All","Main scheme applicant","All","150","130","0.88","0"
"2022","1 points","All","Main scheme applicant","All","70","70","0.972","0"
"2023","1 points","All","Main scheme applicant","All","70","65","0.887","0"
"2010","2 points","All","Main scheme applicant","All","35","35","0.972","0"
"2011","2 points","All","Main scheme applicant","All","25","25","0.963","0"
"2012","2 points","All","Main scheme applicant","All","20","20","0.9","0"
"2013","2 points","All","Main scheme applicant","All","30","30","0.903","0"
"2014","2 points","All","Main scheme applicant","All","25","25","1","0"
"2015","2 points","All","Main scheme applicant","All","25","20","0.875","0"
"2016","2 points","All","Main scheme applicant","All","25","20","0.846","0"
"2017","2 points","All","Main scheme applicant","All","20","15","0.895","0"
"2018","2 points","All","Main scheme applicant","All","15","15","0.8130000000000001","0"
"2019","2 points","All","Main scheme applicant","All","20","15","0.889","0"
"2020","2 points","All","Main scheme applicant","All","35","35","1","0"
"2021","2 points","All","Main scheme applicant","All","35","30","0.8240000000000001","0"
"2022","2 points","All","Main scheme applicant","All","30","30","1","0"
"2023","2 points","All","Main scheme applicant","All","20","15","0.833","0"
"2010","3 points","All","Main scheme applicant","All","5","0"," ","0"
"2011","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2012","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2013","3 points","All","Main scheme applicant","All","10","10"," ","0"
"2014","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2015","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2016","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2017","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2019","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2020","3 points","All","Main scheme applicant","All","15","15","1","0"
"2021","3 points","All","Main scheme applicant","All","10","10","0.917","0"
"2022","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2023","3 points","All","Main scheme applicant","All","5","5"," ","0"
"2011","More than 3 points","All","Main scheme applicant","All","5","5"," ","0"
"2012","More than 3 points","All","Main scheme applicant","All","5","5"," ","0"
"2014","More than 3 points","All","Main scheme applicant","All","5","5"," ","0"
"2010","-1 points","All","Main scheme applicant","All","265","245","0.921","0"
"2011","-1 points","All","Main scheme applicant","All","325","290","0.893","0"
"2012","-1 points","All","Main scheme applicant","All","310","275","0.893","0"
"2013","-1 points","All","Main scheme applicant","All","340","310","0.911","0"
"2014","-1 points","All","Main scheme applicant","All","325","305","0.936","0"
"2015","-1 points","All","Main scheme applicant","All","365","330","0.907","0"
"2016","-1 points","All","Main scheme applicant","All","350","320","0.92","0"
"2017","-1 points","All","Main scheme applicant","All","380","345","0.903","0"
"2018","-1 points","All","Main scheme applicant","All","375","340","0.912","0"
"2019","-1 points","All","Main scheme applicant","All","340","320","0.9410000000000001","0"
"2020","-1 points","All","Main scheme applicant","All","365","335","0.926","0"
"2021","-1 points","All","Main scheme applicant","All","390","360","0.92","0"
"2022","-1 points","All","Main scheme applicant","All","430","390","0.914","0"
"2023","-1 points","All","Main scheme applicant","All","440","420","0.9480000000000001","0"
"2010","-2 points","All","Main scheme applicant","All","225","205","0.903","0"
"2011","-2 points","All","Main scheme applicant","All","285","260","0.923","0"
"2012","-2 points","All","Main scheme applicant","All","285","260","0.906","0"
"2013","-2 points","All","Main scheme applicant","All","300","280","0.933","0"
"2014","-2 points","All","Main scheme applicant","All","285","250","0.881","0"
"2015","-2 points","All","Main scheme applicant","All","325","300","0.917","0"
"2016","-2 points","All","Main scheme applicant","All","295","265","0.904","0"
"2017","-2 points","All","Main scheme applicant","All","285","265","0.923","0"
"2018","-2 points","All","Main scheme applicant","All","305","285","0.922","0"
"2019","-2 points","All","Main scheme applicant","All","285","265","0.93","0"
"2020","-2 points","All","Main scheme applicant","All","245","230","0.931","0"
"2021","-2 points","All","Main scheme applicant","All","245","225","0.919","0"
"2022","-2 points","All","Main scheme applicant","All","355","315","0.892","0"
"2023","-2 points","All","Main scheme applicant","All","430","410","0.9530000000000001","0"
"2010","-3 points","All","Main scheme applicant","All","230","205","0.892","0"
"2011","-3 points","All","Main scheme applicant","All","230","215","0.931","0"
"2012","-3 points","All","Main scheme applicant","All","200","180","0.91","0"
"2013","-3 points","All","Main scheme applicant","All","215","200","0.925","0"
"2014","-3 points","All","Main scheme applicant","All","260","240","0.93","0"
"2015","-3 points","All","Main scheme applicant","All","245","220","0.898","0"
"2016","-3 points","All","Main scheme applicant","All","225","205","0.894","0"
"2017","-3 points","All","Main scheme applicant","All","260","235","0.911","0"
"2018","-3 points","All","Main scheme applicant","All","245","220","0.887","0"
"2019","-3 points","All","Main scheme applicant","All","230","215","0.934","0"
"2020","-3 points","All","Main scheme applicant","All","170","155","0.912","0"
"2021","-3 points","All","Main scheme applicant","All","150","135","0.895","0"
"2022","-3 points","All","Main scheme applicant","All","290","260","0.897","0"
"2023","-3 points","All","Main scheme applicant","All","310","280","0.909","0"
"2010","-4 points","All","Main scheme applicant","All","195","180","0.924","0"
"2011","-4 points","All","Main scheme applicant","All","215","190","0.892","0"
"2012","-4 points","All","Main scheme applicant","All","215","190","0.889","0"
"2013","-4 points","All","Main scheme applicant","All","185","175","0.93","0"
"2014","-4 points","All","Main scheme applicant","All","205","190","0.913","0"
"2015","-4 points","All","Main scheme applicant","All","215","195","0.912","0"
"2016","-4 points","All","Main scheme applicant","All","200","180","0.899","0"
"2017","-4 points","All","Main scheme applicant","All","180","165","0.901","0"
"2018","-4 points","All","Main scheme applicant","All","205","190","0.922","0"
"2019","-4 points","All","Main scheme applicant","All","200","180","0.881","0"
"2020","-4 points","All","Main scheme applicant","All","125","110","0.887","0"
"2021","-4 points","All","Main scheme applicant","All","135","125","0.933","0"
"2022","-4 points","All","Main scheme applicant","All","230","210","0.905","0"
"2023","-4 points","All","Main scheme applicant","All","295","280","0.9390000000000001","0"
"2010","-5 points","All","Main scheme applicant","All","135","125","0.926","0"
"2011","-5 points","All","Main scheme applicant","All","120","110","0.91","0"
"2012","-5 points","All","Main scheme applicant","All","145","120","0.8250000000000001","0"
"2013","-5 points","All","Main scheme applicant","All","175","160","0.903","0"
"2014","-5 points","All","Main scheme applicant","All","145","130","0.884","0"
"2015","-5 points","All","Main scheme applicant","All","165","150","0.902","0"
"2016","-5 points","All","Main scheme applicant","All","135","125","0.926","0"
"2017","-5 points","All","Main scheme applicant","All","155","140","0.922","0"
"2018","-5 points","All","Main scheme applicant","All","160","145","0.9","0"
"2019","-5 points","All","Main scheme applicant","All","165","155","0.928","0"
"2020","-5 points","All","Main scheme applicant","All","75","65","0.892","0"
"2021","-5 points","All","Main scheme applicant","All","95","85","0.884","0"
"2022","-5 points","All","Main scheme applicant","All","190","170","0.905","0"
"2023","-5 points","All","Main scheme applicant","All","205","195","0.9460000000000001","0"
"2010","-6 points","All","Main scheme applicant","All","100","90","0.88","0"
"2011","-6 points","All","Main scheme applicant","All","110","90","0.852","0"
"2012","-6 points","All","Main scheme applicant","All","125","115","0.913","0"
"2013","-6 points","All","Main scheme applicant","All","100","90","0.88","0"
"2014","-6 points","All","Main scheme applicant","All","105","90","0.868","0"
"2015","-6 points","All","Main scheme applicant","All","110","95","0.856","0"
"2016","-6 points","All","Main scheme applicant","All","110","100","0.891","0"
"2017","-6 points","All","Main scheme applicant","All","100","90","0.911","0"
"2018","-6 points","All","Main scheme applicant","All","105","95","0.904","0"
"2019","-6 points","All","Main scheme applicant","All","95","85","0.876","0"
"2020","-6 points","All","Main scheme applicant","All","55","50","0.962","0"
"2021","-6 points","All","Main scheme applicant","All","60","55","0.883","0"
"2022","-6 points","All","Main scheme applicant","All","125","110","0.903","0"
"2023","-6 points","All","Main scheme applicant","All","125","120","0.9520000000000001","0"
"2010","Less than -6 points","All","Main scheme applicant","All","220","200","0.9","0"
"2011","Less than -6 points","All","Main scheme applicant","All","190","170","0.889","0"
"2012","Less than -6 points","All","Main scheme applicant","All","195","170","0.876","0"
"2013","Less than -6 points","All","Main scheme applicant","All","215","195","0.894","0"
"2014","Less than -6 points","All","Main scheme applicant","All","220","195","0.882","0"
"2015","Less than -6 points","All","Main scheme applicant","All","215","180","0.84","0"
"2016","Less than -6 points","All","Main scheme applicant","All","210","185","0.88","0"
"2017","Less than -6 points","All","Main scheme applicant","All","230","195","0.847","0"
"2018","Less than -6 points","All","Main scheme applicant","All","235","210","0.906","0"
"2019","Less than -6 points","All","Main scheme applicant","All","215","175","0.8270000000000001","0"
"2020","Less than -6 points","All","Main scheme applicant","All","80","70","0.887","0"
"2021","Less than -6 points","All","Main scheme applicant","All","165","145","0.877","0"
"2022","Less than -6 points","All","Main scheme applicant","All","230","210","0.921","0"
"2023","Less than -6 points","All","Main scheme applicant","All","220","205","0.932","0"
"2010","All","All","Main scheme applicant","All","1975","1810","0.916","0"
"2011","All","All","Main scheme applicant","All","2095","1915","0.914","0"
"2012","All","All","Main scheme applicant","All","2080","1865","0.897","0"
"2013","All","All","Main scheme applicant","All","2275","2090","0.918","0"
"2014","All","All","Main scheme applicant","All","2210","2025","0.916","0"
"2015","All","All","Main scheme applicant","All","2360","2140","0.908","0"
"2016","All","All","Main scheme applicant","All","2335","2130","0.913","0"
"2017","All","All","Main scheme applicant","All","2325","2120","0.912","0"
"2018","All","All","Main scheme applicant","All","2410","2210","0.919","0"
"2019","All","All","Main scheme applicant","All","2290","2120","0.925","0"
"2020","All","All","Main scheme applicant","All","2335","2160","0.925","0"
"2021","All","All","Main scheme applicant","All","2700","2470","0.915","0"
"2022","All","All","Main scheme applicant","All","2825","2590","0.917","0"
"2023","All","All","Main scheme applicant","All","2975","2805","0.9430000000000001","0"
"2010","0 points","White","All","All","430","405","0.9440000000000001","0"
"2011","0 points","White","All","All","460","435","0.9480000000000001","0"
"2012","0 points","White","All","All","460","420","0.921","0"
"2013","0 points","White","All","All","540","505","0.935","0"
"2014","0 points","White","All","All","495","465","0.9400000000000001","0"
"2015","0 points","White","All","All","535","505","0.937","0"
"2016","0 points","White","All","All","570","530","0.928","0"
"2017","0 points","White","All","All","570","535","0.9440000000000001","0"
"2018","0 points","White","All","All","580","550","0.9500000000000001","0"
"2019","0 points","White","All","All","545","525","0.963","0"
"2020","0 points","White","All","All","840","785","0.937","0"
"2021","0 points","White","All","All","1035","975","0.9460000000000001","0"
"2022","0 points","White","All","All","680","640","0.9430000000000001","0"
"2023","0 points","White","All","All","655","630","0.9590000000000001","0"
"2010","1 points","White","All","All","80","75","0.924","0"
"2011","1 points","White","All","All","75","70","0.935","0"
"2012","1 points","White","All","All","70","65","0.917","0"
"2013","1 points","White","All","All","85","80","0.964","0"
"2014","1 points","White","All","All","65","60","0.9380000000000001","0"
"2015","1 points","White","All","All","65","65","1","0"
"2016","1 points","White","All","All","85","85","0.966","0"
"2017","1 points","White","All","All","55","45","0.87","0"
"2018","1 points","White","All","All","70","60","0.87","0"
"2019","1 points","White","All","All","65","60","0.9540000000000001","0"
"2020","1 points","White","All","All","115","100","0.895","0"
"2021","1 points","White","All","All","130","115","0.898","0"
"2022","1 points","White","All","All","60","60","0.967","0"
"2023","1 points","White","All","All","55","45","0.887","0"
"2010","2 points","White","All","All","35","35","0.971","0"
"2011","2 points","White","All","All","25","25","0.96","0"
"2012","2 points","White","All","All","20","15","0.895","0"
"2013","2 points","White","All","All","30","25","0.897","0"
"2014","2 points","White","All","All","25","25","1","0"
"2015","2 points","White","All","All","25","20","0.87","0"
"2016","2 points","White","All","All","25","20","0.913","0"
"2017","2 points","White","All","All","15","15","0.875","0"
"2018","2 points","White","All","All","15","10","0.769","0"
"2019","2 points","White","All","All","20","15","0.889","0"
"2020","2 points","White","All","All","30","30","1","0"
"2021","2 points","White","All","All","30","25","0.833","0"
"2022","2 points","White","All","All","20","20","1","0"
"2023","2 points","White","All","All","15","10","0.857","0"
"2010","3 points","White","All","All","5","0"," ","0"
"2011","3 points","White","All","All","5","5"," ","0"
"2012","3 points","White","All","All","5","5"," ","0"
"2013","3 points","White","All","All","10","10"," ","0"
"2014","3 points","White","All","All","5","5"," ","0"
"2015","3 points","White","All","All","5","5"," ","0"
"2016","3 points","White","All","All","5","5"," ","0"
"2017","3 points","White","All","All","5","5"," ","0"
"2019","3 points","White","All","All","5","5"," ","0"
"2020","3 points","White","All","All","10","10","1","0"
"2021","3 points","White","All","All","10","10"," ","0"
"2022","3 points","White","All","All","5","5"," ","0"
"2023","3 points","White","All","All","5","5"," ","0"
"2011","More than 3 points","White","All","All","5","5"," ","0"
"2012","More than 3 points","White","All","All","5","5"," ","0"
"2014","More than 3 points","White","All","All","5","5"," ","0"
"2010","-1 points","White","All","All","240","225","0.929","0"
"2011","-1 points","White","All","All","300","270","0.903","0"
