"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2007","Wales","35 and over","Wales","Female","1370","735","0.538"
"2008","Wales","35 and over","Wales","Female","1075","615","0.5700000000000001"
"2009","Wales","35 and over","Wales","Female","1285","690","0.538"
"2010","Wales","35 and over","Wales","Female","1395","625","0.447"
"2011","Wales","35 and over","Wales","Female","1490","550","0.368"
"2012","Wales","35 and over","Wales","Female","1565","570","0.364"
"2013","Wales","35 and over","Wales","Female","1370","540","0.395"
"2014","Wales","35 and over","Wales","Female","1330","615","0.462"
"2015","Wales","35 and over","Wales","Female","1325","660","0.497"
"2016","Wales","35 and over","Wales","Female","1470","725","0.492"
"2017","Wales","35 and over","Wales","Female","1350","755","0.559"
"2018","Wales","35 and over","Wales","Female","1495","845","0.5660000000000001"
"2019","Wales","35 and over","Wales","Female","1460","795","0.543"
"2020","Wales","35 and over","Wales","Female","1545","865","0.561"
"2021","Wales","35 and over","Wales","Female","1695","885","0.523"
"2022","Wales","35 and over","Wales","Female","1600","840","0.526"
"2023","Wales","35 and over","Wales","Female","1345","740","0.549"
"2006","England","17 and under","Not EU","Female","5045","2945","0.584"
"2007","England","17 and under","Not EU","Female","5495","3190","0.58"
"2008","England","17 and under","Not EU","Female","5470","3135","0.5730000000000001"
"2009","England","17 and under","Not EU","Female","5955","3505","0.589"
"2010","England","17 and under","Not EU","Female","6930","4000","0.577"
"2011","England","17 and under","Not EU","Female","7625","4325","0.5670000000000001"
"2012","England","17 and under","Not EU","Female","9090","5495","0.605"
"2013","England","17 and under","Not EU","Female","10770","6560","0.609"
"2014","England","17 and under","Not EU","Female","12400","7460","0.602"
"2015","England","17 and under","Not EU","Female","12135","7745","0.638"
"2016","England","17 and under","Not EU","Female","13280","8560","0.645"
"2017","England","17 and under","Not EU","Female","14570","9475","0.65"
"2018","England","17 and under","Not EU","Female","17365","11400","0.656"
"2019","England","17 and under","Not EU","Female","16335","10565","0.647"
"2020","England","17 and under","Not EU","Female","19485","12970","0.666"
"2021","England","17 and under","Not EU","Female","22470","13515","0.601"
"2022","England","17 and under","Not EU","Female","27015","15015","0.556"
"2023","England","17 and under","Not EU","Female","25390","14020","0.552"
"2006","Northern Ireland","17 and under","Not EU","Female","15","10"," "
"2007","Northern Ireland","17 and under","Not EU","Female","30","15","0.467"
"2008","Northern Ireland","17 and under","Not EU","Female","15","5"," "
"2009","Northern Ireland","17 and under","Not EU","Female","15","15","0.867"
"2010","Northern Ireland","17 and under","Not EU","Female","20","10","0.5"
"2011","Northern Ireland","17 and under","Not EU","Female","15","15","0.933"
"2012","Northern Ireland","17 and under","Not EU","Female","35","20","0.543"
"2013","Northern Ireland","17 and under","Not EU","Female","40","30","0.725"
"2014","Northern Ireland","17 and under","Not EU","Female","80","40","0.488"
"2015","Northern Ireland","17 and under","Not EU","Female","65","35","0.523"
"2016","Northern Ireland","17 and under","Not EU","Female","65","35","0.554"
"2017","Northern Ireland","17 and under","Not EU","Female","110","70","0.627"
"2018","Northern Ireland","17 and under","Not EU","Female","115","75","0.67"
"2019","Northern Ireland","17 and under","Not EU","Female","150","90","0.613"
"2020","Northern Ireland","17 and under","Not EU","Female","130","80","0.608"
"2021","Northern Ireland","17 and under","Not EU","Female","165","90","0.558"
"2022","Northern Ireland","17 and under","Not EU","Female","210","105","0.505"
"2023","Northern Ireland","17 and under","Not EU","Female","235","105","0.455"
"2006","Scotland","17 and under","Not EU","Female","470","330","0.7000000000000001"
"2007","Scotland","17 and under","Not EU","Female","515","385","0.746"
"2008","Scotland","17 and under","Not EU","Female","505","350","0.6970000000000001"
"2009","Scotland","17 and under","Not EU","Female","510","385","0.753"
"2010","Scotland","17 and under","Not EU","Female","615","410","0.667"
"2011","Scotland","17 and under","Not EU","Female","700","500","0.717"
"2012","Scotland","17 and under","Not EU","Female","860","555","0.644"
"2013","Scotland","17 and under","Not EU","Female","1025","685","0.668"
"2014","Scotland","17 and under","Not EU","Female","1110","730","0.659"
"2015","Scotland","17 and under","Not EU","Female","1065","710","0.667"
"2016","Scotland","17 and under","Not EU","Female","1285","865","0.673"
"2017","Scotland","17 and under","Not EU","Female","1315","900","0.684"
"2018","Scotland","17 and under","Not EU","Female","1700","1165","0.685"
"2019","Scotland","17 and under","Not EU","Female","1830","1265","0.6910000000000001"
"2020","Scotland","17 and under","Not EU","Female","2140","1470","0.687"
"2021","Scotland","17 and under","Not EU","Female","2775","1660","0.598"
"2022","Scotland","17 and under","Not EU","Female","3455","1620","0.46900000000000003"
"2023","Scotland","17 and under","Not EU","Female","3005","1455","0.485"
"2006","Wales","17 and under","Not EU","Female","155","90","0.587"
"2007","Wales","17 and under","Not EU","Female","205","135","0.654"
"2008","Wales","17 and under","Not EU","Female","155","110","0.6970000000000001"
"2009","Wales","17 and under","Not EU","Female","195","130","0.656"
"2010","Wales","17 and under","Not EU","Female","185","110","0.605"
"2011","Wales","17 and under","Not EU","Female","175","100","0.577"
"2012","Wales","17 and under","Not EU","Female","235","160","0.677"
"2013","Wales","17 and under","Not EU","Female","285","190","0.67"
"2014","Wales","17 and under","Not EU","Female","405","260","0.644"
"2015","Wales","17 and under","Not EU","Female","335","210","0.627"
"2016","Wales","17 and under","Not EU","Female","415","275","0.66"
"2017","Wales","17 and under","Not EU","Female","360","230","0.644"
"2018","Wales","17 and under","Not EU","Female","395","295","0.744"
"2019","Wales","17 and under","Not EU","Female","330","240","0.721"
"2020","Wales","17 and under","Not EU","Female","470","355","0.757"
"2021","Wales","17 and under","Not EU","Female","560","420","0.752"
"2022","Wales","17 and under","Not EU","Female","610","415","0.679"
"2023","Wales","17 and under","Not EU","Female","580","385","0.667"
"2016","Overseas","18","Not EU","Female","5","0"," "
"2017","Overseas","18","Not EU","Female","5","0"," "
"2020","Overseas","18","Not EU","Female","5","0"," "
"2006","England","18","Not EU","Female","23740","15795","0.665"
"2007","England","18","Not EU","Female","26735","17665","0.661"
"2008","England","18","Not EU","Female","24485","16100","0.658"
"2009","England","18","Not EU","Female","27290","17480","0.641"
"2010","England","18","Not EU","Female","30765","19630","0.638"
"2011","England","18","Not EU","Female","34890","22235","0.637"
"2012","England","18","Not EU","Female","39265","25205","0.642"
"2013","England","18","Not EU","Female","45370","29745","0.656"
"2014","England","18","Not EU","Female","49835","32725","0.657"
"2015","England","18","Not EU","Female","53825","36515","0.678"
"2016","England","18","Not EU","Female","54815","37750","0.6890000000000001"
"2017","England","18","Not EU","Female","58025","40645","0.7000000000000001"
"2018","England","18","Not EU","Female","66275","46070","0.6950000000000001"
"2019","England","18","Not EU","Female","73430","51260","0.6980000000000001"
"2020","England","18","Not EU","Female","80855","56790","0.7020000000000001"
"2021","England","18","Not EU","Female","94590","60375","0.638"
"2022","England","18","Not EU","Female","102290","60340","0.59"
"2023","England","18","Not EU","Female","106715","62805","0.589"
"2006","Northern Ireland","18","Not EU","Female","70","45","0.614"
"2007","Northern Ireland","18","Not EU","Female","80","50","0.613"
"2008","Northern Ireland","18","Not EU","Female","80","45","0.5750000000000001"
"2009","Northern Ireland","18","Not EU","Female","110","75","0.673"
"2010","Northern Ireland","18","Not EU","Female","125","95","0.752"
"2011","Northern Ireland","18","Not EU","Female","95","55","0.6"
"2012","Northern Ireland","18","Not EU","Female","160","115","0.713"
"2013","Northern Ireland","18","Not EU","Female","155","95","0.626"
"2014","Northern Ireland","18","Not EU","Female","250","175","0.7000000000000001"
"2015","Northern Ireland","18","Not EU","Female","270","185","0.681"
"2016","Northern Ireland","18","Not EU","Female","310","200","0.648"
"2017","Northern Ireland","18","Not EU","Female","330","235","0.715"
"2018","Northern Ireland","18","Not EU","Female","400","270","0.67"
"2019","Northern Ireland","18","Not EU","Female","400","260","0.653"
"2020","Northern Ireland","18","Not EU","Female","455","315","0.6900000000000001"
"2021","Northern Ireland","18","Not EU","Female","495","320","0.642"
"2022","Northern Ireland","18","Not EU","Female","625","350","0.5630000000000001"
"2023","Northern Ireland","18","Not EU","Female","700","380","0.546"
"2006","Scotland","18","Not EU","Female","2005","1425","0.711"
"2007","Scotland","18","Not EU","Female","2350","1745","0.742"
"2008","Scotland","18","Not EU","Female","2355","1710","0.727"
"2009","Scotland","18","Not EU","Female","2695","2045","0.759"
"2010","Scotland","18","Not EU","Female","2785","2015","0.724"
"2011","Scotland","18","Not EU","Female","3255","2365","0.727"
"2012","Scotland","18","Not EU","Female","4090","2830","0.6910000000000001"
"2013","Scotland","18","Not EU","Female","4605","3180","0.6910000000000001"
"2014","Scotland","18","Not EU","Female","4780","3355","0.7020000000000001"
"2015","Scotland","18","Not EU","Female","5060","3580","0.708"
"2016","Scotland","18","Not EU","Female","5220","3770","0.722"
"2017","Scotland","18","Not EU","Female","5675","4095","0.722"
"2018","Scotland","18","Not EU","Female","6915","4880","0.706"
"2019","Scotland","18","Not EU","Female","8135","5845","0.718"
"2020","Scotland","18","Not EU","Female","9390","6990","0.744"
"2021","Scotland","18","Not EU","Female","12490","7895","0.632"
"2022","Scotland","18","Not EU","Female","14160","7250","0.512"
"2023","Scotland","18","Not EU","Female","14055","7285","0.518"
"2006","Wales","18","Not EU","Female","960","680","0.708"
"2007","Wales","18","Not EU","Female","930","690","0.744"
"2008","Wales","18","Not EU","Female","765","570","0.745"
"2009","Wales","18","Not EU","Female","780","565","0.722"
"2010","Wales","18","Not EU","Female","935","660","0.707"
"2011","Wales","18","Not EU","Female","970","685","0.705"
"2012","Wales","18","Not EU","Female","970","690","0.71"
"2013","Wales","18","Not EU","Female","1255","930","0.743"
"2014","Wales","18","Not EU","Female","1475","1075","0.729"
"2015","Wales","18","Not EU","Female","1535","1110","0.724"
"2016","Wales","18","Not EU","Female","1460","1080","0.741"
"2017","Wales","18","Not EU","Female","1460","1085","0.743"
"2018","Wales","18","Not EU","Female","1480","1175","0.795"
"2019","Wales","18","Not EU","Female","1620","1285","0.793"
"2020","Wales","18","Not EU","Female","1965","1600","0.8140000000000001"
"2021","Wales","18","Not EU","Female","2275","1795","0.789"
"2022","Wales","18","Not EU","Female","2385","1810","0.76"
"2023","Wales","18","Not EU","Female","2355","1690","0.718"
"2016","Overseas","19","Not EU","Female","5","0"," "
"2006","England","19","Not EU","Female","21235","14005","0.659"
"2007","England","19","Not EU","Female","23675","15560","0.657"
"2008","England","19","Not EU","Female","22720","14540","0.64"
"2009","England","19","Not EU","Female","24360","15460","0.635"
"2010","England","19","Not EU","Female","27475","17160","0.625"
"2011","England","19","Not EU","Female","30710","18960","0.617"
"2012","England","19","Not EU","Female","33285","20980","0.63"
"2013","England","19","Not EU","Female","34140","21505","0.63"
"2014","England","19","Not EU","Female","38150","24400","0.64"
"2015","England","19","Not EU","Female","38355","24805","0.647"
"2016","England","19","Not EU","Female","36470","24190","0.663"
"2017","England","19","Not EU","Female","36985","24955","0.675"
"2018","England","19","Not EU","Female","38080","25165","0.661"
"2019","England","19","Not EU","Female","41790","27720","0.663"
"2020","England","19","Not EU","Female","45245","30290","0.669"
"2021","England","19","Not EU","Female","46755","28835","0.617"
"2022","England","19","Not EU","Female","48635","27230","0.56"
"2023","England","19","Not EU","Female","50640","28355","0.56"
"2006","Northern Ireland","19","Not EU","Female","70","40","0.6"
"2007","Northern Ireland","19","Not EU","Female","105","70","0.667"
"2008","Northern Ireland","19","Not EU","Female","85","60","0.706"
"2009","Northern Ireland","19","Not EU","Female","60","30","0.517"
"2010","Northern Ireland","19","Not EU","Female","85","50","0.612"
"2011","Northern Ireland","19","Not EU","Female","125","85","0.6960000000000001"
"2012","Northern Ireland","19","Not EU","Female","110","90","0.809"
"2013","Northern Ireland","19","Not EU","Female","155","100","0.658"
"2014","Northern Ireland","19","Not EU","Female","225","150","0.662"
"2015","Northern Ireland","19","Not EU","Female","245","155","0.641"
"2016","Northern Ireland","19","Not EU","Female","260","190","0.731"
"2017","Northern Ireland","19","Not EU","Female","275","185","0.673"
"2018","Northern Ireland","19","Not EU","Female","260","180","0.6960000000000001"
"2019","Northern Ireland","19","Not EU","Female","270","195","0.722"
"2020","Northern Ireland","19","Not EU","Female","310","220","0.713"
"2021","Northern Ireland","19","Not EU","Female","255","180","0.706"
"2022","Northern Ireland","19","Not EU","Female","320","200","0.628"
"2023","Northern Ireland","19","Not EU","Female","340","180","0.535"
