"Year","Achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","10 point(s)","White","Main scheme applicant","All","215","195","0.906","0"
"2021","10 point(s)","White","Main scheme applicant","All","230","220","0.969","0"
"2022","10 point(s)","White","Main scheme applicant","All","245","220","0.914","0"
"2023","10 point(s)","White","Main scheme applicant","All","295","280","0.9460000000000001","0"
"2010","11 point(s)","White","Main scheme applicant","All","220","205","0.927","0"
"2011","11 point(s)","White","Main scheme applicant","All","240","225","0.929","0"
"2012","11 point(s)","White","Main scheme applicant","All","240","220","0.909","0"
"2013","11 point(s)","White","Main scheme applicant","All","285","260","0.909","0"
"2014","11 point(s)","White","Main scheme applicant","All","255","240","0.934","0"
"2015","11 point(s)","White","Main scheme applicant","All","285","265","0.923","0"
"2016","11 point(s)","White","Main scheme applicant","All","285","260","0.906","0"
"2017","11 point(s)","White","Main scheme applicant","All","290","260","0.906","0"
"2018","11 point(s)","White","Main scheme applicant","All","315","285","0.914","0"
"2019","11 point(s)","White","Main scheme applicant","All","260","250","0.9540000000000001","0"
"2020","11 point(s)","White","Main scheme applicant","All","245","220","0.91","0"
"2021","11 point(s)","White","Main scheme applicant","All","320","300","0.9380000000000001","0"
"2022","11 point(s)","White","Main scheme applicant","All","320","300","0.925","0"
"2023","11 point(s)","White","Main scheme applicant","All","315","305","0.9560000000000001","0"
"2010","12 point(s)","White","Main scheme applicant","All","390","370","0.9440000000000001","0"
"2011","12 point(s)","White","Main scheme applicant","All","405","385","0.9480000000000001","0"
"2012","12 point(s)","White","Main scheme applicant","All","420","385","0.926","0"
"2013","12 point(s)","White","Main scheme applicant","All","495","465","0.9390000000000001","0"
"2014","12 point(s)","White","Main scheme applicant","All","470","440","0.9380000000000001","0"
"2015","12 point(s)","White","Main scheme applicant","All","495","465","0.9410000000000001","0"
"2016","12 point(s)","White","Main scheme applicant","All","550","515","0.936","0"
"2017","12 point(s)","White","Main scheme applicant","All","530","495","0.9410000000000001","0"
"2018","12 point(s)","White","Main scheme applicant","All","545","515","0.9410000000000001","0"
"2019","12 point(s)","White","Main scheme applicant","All","510","485","0.9530000000000001","0"
"2020","12 point(s)","White","Main scheme applicant","All","825","775","0.9420000000000001","0"
"2021","12 point(s)","White","Main scheme applicant","All","1035","970","0.9410000000000001","0"
"2022","12 point(s)","White","Main scheme applicant","All","665","630","0.9430000000000001","0"
"2023","12 point(s)","White","Main scheme applicant","All","635","605","0.9530000000000001","0"
"2022","5 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","5 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","6 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","6 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2022","6 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","6 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2015","7 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2023","7 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","8 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2021","8 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2022","8 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2023","8 point(s)","Black","Main scheme applicant","All","10","10","1","0"
"2018","9 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2019","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2021","9 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2022","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","9 point(s)","Black","Main scheme applicant","All","15","15","0.929","0"
"2019","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2021","10 point(s)","Black","Main scheme applicant","All","10","5"," ","0"
"2022","10 point(s)","Black","Main scheme applicant","All","10","10"," ","0"
"2023","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2013","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2014","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2016","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2017","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2021","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2022","11 point(s)","Black","Main scheme applicant","All","10","10"," ","0"
"2023","11 point(s)","Black","Main scheme applicant","All","10","10","0.833","0"
"2012","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2013","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2016","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2017","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","12 point(s)","Black","Main scheme applicant","All","10","5"," ","0"
"2019","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","12 point(s)","Black","Main scheme applicant","All","15","15","1","0"
"2021","12 point(s)","Black","Main scheme applicant","All","20","15","0.895","0"
"2022","12 point(s)","Black","Main scheme applicant","All","10","10","1","0"
"2023","12 point(s)","Black","Main scheme applicant","All","15","15","1","0"
"2023","3 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2022","4 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2023","4 point(s)","Asian","Main scheme applicant","All","15","15","1","0"
"2010","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2012","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2017","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2018","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2019","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2021","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2022","5 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2023","5 point(s)","Asian","Main scheme applicant","All","15","15","1","0"
"2010","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2012","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2013","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2015","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2016","6 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2017","6 point(s)","Asian","Main scheme applicant","All","10","10","0.909","0"
"2018","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2019","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2020","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2021","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2022","6 point(s)","Asian","Main scheme applicant","All","15","15","0.875","0"
"2023","6 point(s)","Asian","Main scheme applicant","All","20","15","0.789","0"
"2010","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2011","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2012","7 point(s)","Asian","Main scheme applicant","All","10","5"," ","0"
"2014","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2015","7 point(s)","Asian","Main scheme applicant","All","15","15","0.9410000000000001","0"
"2016","7 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2017","7 point(s)","Asian","Main scheme applicant","All","15","15","0.882","0"
"2018","7 point(s)","Asian","Main scheme applicant","All","10","10","0.917","0"
"2019","7 point(s)","Asian","Main scheme applicant","All","10","10","0.909","0"
"2020","7 point(s)","Asian","Main scheme applicant","All","10","10","1","0"
"2021","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2022","7 point(s)","Asian","Main scheme applicant","All","30","25","0.833","0"
"2023","7 point(s)","Asian","Main scheme applicant","All","20","20","0.9500000000000001","0"
"2010","8 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2011","8 point(s)","Asian","Main scheme applicant","All","10","10","0.909","0"
"2012","8 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2013","8 point(s)","Asian","Main scheme applicant","All","15","10","0.846","0"
"2014","8 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2015","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2016","8 point(s)","Asian","Main scheme applicant","All","15","10"," ","0"
"2017","8 point(s)","Asian","Main scheme applicant","All","20","10","0.667","0"
"2018","8 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2019","8 point(s)","Asian","Main scheme applicant","All","20","20","0.9","0"
"2020","8 point(s)","Asian","Main scheme applicant","All","20","20","0.864","0"
"2021","8 point(s)","Asian","Main scheme applicant","All","10","5"," ","0"
"2022","8 point(s)","Asian","Main scheme applicant","All","30","25","0.8210000000000001","0"
"2023","8 point(s)","Asian","Main scheme applicant","All","45","40","0.933","0"
"2010","9 point(s)","Asian","Main scheme applicant","All","15","15","0.933","0"
"2011","9 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2012","9 point(s)","Asian","Main scheme applicant","All","15","10","0.769","0"
"2013","9 point(s)","Asian","Main scheme applicant","All","10","10","1","0"
"2014","9 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2015","9 point(s)","Asian","Main scheme applicant","All","20","15","0.895","0"
"2016","9 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2017","9 point(s)","Asian","Main scheme applicant","All","20","20","0.9","0"
"2018","9 point(s)","Asian","Main scheme applicant","All","20","20","0.8180000000000001","0"
"2019","9 point(s)","Asian","Main scheme applicant","All","20","20","0.9","0"
"2020","9 point(s)","Asian","Main scheme applicant","All","25","25","0.885","0"
