"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","40","25","0.561","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","All","Main scheme applicant","Main scheme application","270","110","0.41300000000000003","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","25","10","0.47800000000000004","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","All","Main scheme applicant","Main scheme application","50","15","0.308","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Main scheme application","665","390","0.583","0"
"2023","Not declared","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","40","20","0.538","0"
"2023","Not declared","30 - 34","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","No","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","395","200","0.506","0"
"2023","No","35 and over","England","All","Main scheme applicant","Main scheme application","17310","9690","0.56","0"
"2023","No","35 and over","Scotland","All","Main scheme applicant","Main scheme application","3040","1915","0.629","0"
"2023","No","35 and over","Wales","All","Main scheme applicant","Main scheme application","835","490","0.59","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","All","Main scheme applicant","Main scheme application","565","270","0.47500000000000003","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","All","Main scheme applicant","Main scheme application","80","40","0.526","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","All","Main scheme applicant","Main scheme application","25","10","0.4","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","All","Main scheme applicant","Main scheme application","1025","480","0.46900000000000003","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","All","Main scheme applicant","Main scheme application","60","30","0.492","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Wales","All","Main scheme applicant","Main scheme application","20","10","0.524","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","England","All","Main scheme applicant","Main scheme application","70","20","0.319","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Scotland","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Wales","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","Not declared","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Main scheme application","1845","1145","0.62","0"
"2023","Not declared","35 and over","Scotland","All","Main scheme applicant","Main scheme application","60","35","0.603","0"
"2023","Not declared","35 and over","Wales","All","Main scheme applicant","Main scheme application","25","15","0.609","0"
"2023","All","17 and under","Northern Ireland","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","All","Not main scheme applicant","Not main scheme application","195","170","0.858","25"
"2023","All","17 and under","Scotland","All","Not main scheme applicant","Not main scheme application","290","285","0.969","10"
"2023","All","17 and under","Wales","All","Not main scheme applicant","Not main scheme application","15","10","0.8","0"
"2023","All","18","Northern Ireland","All","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","4315","4010","0.929","280"
"2023","All","18","Scotland","All","Not main scheme applicant","Not main scheme application","450","435","0.962","30"
"2023","All","18","Wales","All","Not main scheme applicant","Not main scheme application","190","180","0.9430000000000001","15"
"2023","All","19","Northern Ireland","All","Not main scheme applicant","Not main scheme application","140","125","0.907","10"
"2023","All","19","England","All","Not main scheme applicant","Not main scheme application","8180","7570","0.926","435"
"2023","All","19","Scotland","All","Not main scheme applicant","Not main scheme application","460","425","0.93","50"
"2023","All","19","Wales","All","Not main scheme applicant","Not main scheme application","345","320","0.919","20"
"2023","All","20","Northern Ireland","All","Not main scheme applicant","Not main scheme application","90","80","0.901","10"
"2023","All","20","England","All","Not main scheme applicant","Not main scheme application","5730","5230","0.913","360"
"2023","All","20","Scotland","All","Not main scheme applicant","Not main scheme application","345","315","0.922","40"
"2023","All","20","Wales","All","Not main scheme applicant","Not main scheme application","250","240","0.9560000000000001","25"
"2023","All","21 - 24","Northern Ireland","All","Not main scheme applicant","Not main scheme application","75","65","0.8180000000000001","15"
"2023","All","21 - 24","England","All","Not main scheme applicant","Not main scheme application","12200","11060","0.907","715"
"2023","All","21 - 24","Scotland","All","Not main scheme applicant","Not main scheme application","705","630","0.895","90"
"2023","All","21 - 24","Wales","All","Not main scheme applicant","Not main scheme application","430","390","0.909","45"
"2023","All","25 - 29","Northern Ireland","All","Not main scheme applicant","Not main scheme application","30","20","0.714","10"
